84.757870,26.675720
4.2485915,10.132604
-81.946793,-141.612600
62.466444,-136.511171
-39.4726675,-90.939203
79.3300685,-131.498226
10.3366125,81.618944
42.475844,148.809414
63.9297035,96.792672
79.656984,-67.403158
25.590955,-51.562590
29.5592635,-68.630405
-17.7118755,160.537001
-26.8881235,51.298246
-8.2258185,-100.525569
-19.2217435,28.447176
22.5513595,-18.684137
-30.641898,-56.535577
-78.711263,82.453661
36.3396735,31.198698
17.2704865,-15.366374
-35.850798,11.528490
-5.5727065,146.467651
44.2264075,15.404189
41.146248,165.097785
-25.094795,-117.654497
36.940733,140.826100
-32.076710,-92.152697
32.0773815,-79.998269
29.1004385,-43.887940
-32.3981665,130.156105
-64.1897295,69.425404
47.6896445,66.981800
50.741622,-88.131498
88.8056715,-40.947155
-82.173266,-132.059670
61.6033415,59.769947
-8.2453015,-127.064843
-53.012971,110.772956
-11.844663,66.299435
-23.827066,-163.855308
-37.5733585,-143.133173
-13.2723545,-125.554246
62.323117,-0.021317
-63.557245,-168.601437
-13.121204,-119.206324
1.6854645,-5.429674
35.302558,-30.636089
62.9809105,54.937604
83.355990,-40.628471
24.112942,-64.300114
38.742903,-41.093458
25.651376,-93.357826
36.721084,-106.120018
-31.370923,-136.555342
25.063933,-31.177494
-26.557833,176.416059
55.645117,-15.458277
-63.4918105,49.319807
-73.156150,-175.683938
-44.1277865,-16.707541
-50.005570,64.413830
89.451012,143.883864
-15.3109765,104.372816
-23.490272,127.753751
-18.673981,-22.504907
88.8203555,-176.623887
-45.3433235,-70.910253
7.789859,119.597374
85.8887585,-55.281464
61.3277995,81.309998
61.8357705,-52.309509
87.1339995,101.026902
-80.9512245,-135.097612
31.5665955,-36.567558
-48.0791655,-82.198600
68.1562785,177.491703
56.6184125,102.854690
-35.944916,48.777102
42.6327615,-131.589203
10.8574915,-163.495187
75.5965065,22.726241
52.662536,-13.018878
-87.7694265,155.587147
35.2594885,-167.975187
33.903504,-49.040268
11.6464965,-6.147814
12.3740275,115.535587
29.216152,107.670631
-82.671856,96.510647
-53.228841,-72.959960
-40.8897845,-13.714453
-68.439523,38.097616
-7.5379275,130.758399
-64.099735,-157.137803
63.1742115,126.566451
22.355879,-102.908553
67.8916715,133.763425
32.8889715,112.251609
-58.189306,116.657336
